1	-0.0001125         	-0.00321455
3	-0.0005625         	-0.00234529
5	5.625e-05         	-0.00245779
7	0.000375         	-0.00249529
9	0.0003         	-0.00336455
11	0.0004875         	-0.00234529
13	-0.0005625         	-0.000225
15	-0.00013125         	-0.000225
17	7.5e-05         	-0.00249529
19	0         	0
21	0.0009375         	-0.000225
23	0.000525         	-0.00230779
25	0.00024375         	-0.00325205
27	0         	0
