1	1000.16
2	1000.05
3	1000.05
4	1000.16
5	-2998.71
6	0.50625
7	-1676.68
8	-3999.71
9	0
10	1002.11
11	559.147
12	-3999.71
13	1002.11
14	-2995.78
15	-3911.91
16	-992.958
17	-996.982
18	-1676.68
19	-2998.71
20	-2995.78
21	-3911.91
22	-992.958
23	1000.76
24	559.147
25	2796.45
26	1000.76
27	2796.45
28	0.50625
29	-996.982
